6274+40962+778243+30002+0,WALLET+532482,"{\"extId\":\"40962+778243+30002+0\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":15000,\"gameSessionId\":778243,\"gameId\":838,\"startDate\":1771422586355,\"finishDate\":1771422586456,\"paymentMode\":\"WALLET\",\"internalOperationId\":532482,\"status\":\"APPROVED\",\"type\":\"DEPOSIT\",\"description\":\"\",\"roundId\":368643,\"history\":\"\",\"roundFinished\":false,\"refunded\":false,\"operation\":{\"id\":532482,\"accountId\":40962,\"gameSessionId\":778243,\"roundId\":368643,\"amount\":15000,\"startTime\":1771422586403,\"endTime\":null,\"type\":\"DEBIT\",\"externalStatus\":\"STARTED\",\"internalStatus\":\"STARTED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":null,\"externalRoundId\":null,\"cmd\":null,\"realBet\":-1,\"realWin\":-1,\"swBet\":-1,\"swCompensatedWin\":-1,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b3737383234332b33303030322bb06261765f67616d655f73657373696f6e5f3030b182c002823198750186805f018c0df3ab8e88c73301b0d99c908e6757414c4c45d401848041415050524f5645c44445504f5349d48183c0168100000105000000000008200282c0020186805f0186802d0000000000003a98a3ac8e88c73300010101806261765f67616d655f73657373696f6e5f3030b18080008080ffffffffffffffffffffffffffffffff0000ffffffffffffffffffffffffffffffff
6274+40962+30002+204805,WALLET+368649,"{\"extId\":\"40962+30002+204805\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":14950,\"gameSessionId\":614493,\"gameId\":838,\"startDate\":1770984017488,\"finishDate\":1770984017517,\"paymentMode\":\"WALLET\",\"internalOperationId\":368649,\"status\":\"APPROVED\",\"type\":\"WITHDRAWAL\",\"description\":\"\",\"roundId\":204805,\"history\":\"\",\"roundFinished\":true,\"refunded\":false,\"operation\":{\"id\":368649,\"accountId\":40962,\"gameSessionId\":614493,\"roundId\":204805,\"amount\":14950,\"startTime\":1770984017491,\"endTime\":1770984017517,\"type\":\"CREDIT\",\"externalStatus\":\"COMPLETED\",\"internalStatus\":\"COMPLETED\",\"description\":\"MQ send offline win\",\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":\"368649\",\"externalRoundId\":null,\"cmd\":null,\"realBet\":50,\"realWin\":0,\"swBet\":0,\"swCompensatedWin\":0,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b33303030322b3230343830b56261765f67616d655f73657373696f6e5f3030b182c0028231e67401ba814b018c0dd09cfeb6c53301dab9fced8a6757414c4c45d40192802d415050524f5645c4574954484452415741cc8185c00c8101000105000000000005a00982c00201ba814b018a80190000000000003a66d39cfeb6c53301dab9fced8a670203034d512073656e64206f66666c696e65207769ee6261765f67616d655f73657373696f6e5f3030b13336383634b98000808000000000000000320000000000000000000000000000000000000000000000000000
6274+40962+204809+30002+6,WALLET+122920,"{\"extId\":\"40962+204809+30002+6\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":15000,\"gameSessionId\":204809,\"gameId\":838,\"startDate\":1770899997083,\"finishDate\":1770899997122,\"paymentMode\":\"WALLET\",\"internalOperationId\":122920,\"status\":\"APPROVED\",\"type\":\"DEPOSIT\",\"description\":\"\",\"roundId\":123119,\"history\":\"\",\"roundFinished\":false,\"refunded\":false,\"operation\":{\"id\":122920,\"accountId\":40962,\"gameSessionId\":204809,\"roundId\":123119,\"amount\":15000,\"startTime\":1770899997089,\"endTime\":null,\"type\":\"DEBIT\",\"externalStatus\":\"STARTED\",\"internalStatus\":\"STARTED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":null,\"externalRoundId\":null,\"cmd\":null,\"realBet\":-1,\"realWin\":-1,\"swBet\":-1,\"swCompensatedWin\":-1,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b3230343830392b33303030322bb66261765f67616d655f73657373696f6e5f3030b182c0028231987501928019018c0d9b83f68ec533018487ec9d8a6757414c4c45d401d0800f415050524f5645c44445504f5349d481efc1078100000105000000000001e02882c0020192801901de830f0000000000003a98a183f68ec53300010101806261765f67616d655f73657373696f6e5f3030b18080008080ffffffffffffffffffffffffffffffff0000ffffffffffffffffffffffffffffffff
6274+40962+204807+30002+2,WALLET+122902,"{\"extId\":\"40962+204807+30002+2\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":93050,\"gameSessionId\":204807,\"gameId\":838,\"startDate\":1770830515344,\"finishDate\":1770830515425,\"paymentMode\":\"WALLET\",\"internalOperationId\":122902,\"status\":\"APPROVED\",\"type\":\"DEPOSIT\",\"description\":\"\",\"roundId\":122893,\"history\":\"\",\"roundFinished\":false,\"refunded\":false,\"operation\":{\"id\":122902,\"accountId\":40962,\"gameSessionId\":204807,\"roundId\":122893,\"amount\":93050,\"startTime\":1770830515356,\"endTime\":null,\"type\":\"DEBIT\",\"externalStatus\":\"STARTED\",\"internalStatus\":\"STARTED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":null,\"externalRoundId\":null,\"cmd\":null,\"realBet\":-1,\"realWin\":-1,\"swBet\":-1,\"swCompensatedWin\":-1,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b3230343830372b33303030322bb26261765f67616d655f73657373696f6e5f3030b182c0028231fad605018e8019018c0d9099e5edc43301c2b3cadb896757414c4c45d401ac800f415050524f5645c44445504f5349d4818dc0078100000105000000000001e01682c002018e8019019a800f0000000000016b7a9c99e5edc43300010101806261765f67616d655f73657373696f6e5f3030b18080008080ffffffffffffffffffffffffffffffff0000ffffffffffffffffffffffffffffffff
6274+40962+30002+450580,WALLET+614427,"{\"extId\":\"40962+30002+450580\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":15000,\"gameSessionId\":860173,\"gameId\":838,\"startDate\":1771505316643,\"finishDate\":1771505316698,\"paymentMode\":\"WALLET\",\"internalOperationId\":614427,\"status\":\"APPROVED\",\"type\":\"WITHDRAWAL\",\"description\":\"\",\"roundId\":450580,\"history\":\"\",\"roundFinished\":true,\"refunded\":false,\"operation\":{\"id\":614427,\"accountId\":40962,\"gameSessionId\":860173,\"roundId\":450580,\"amount\":15000,\"startTime\":1771505316646,\"endTime\":1771505316698,\"type\":\"CREDIT\",\"externalStatus\":\"COMPLETED\",\"internalStatus\":\"COMPLETED\",\"description\":\"MQ send offline win\",\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":\"614427\",\"externalRoundId\":null,\"cmd\":null,\"realBet\":0,\"realWin\":0,\"swBet\":0,\"swCompensatedWin\":0,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b33303030322b3435303538b06261765f67616d655f73657373696f6e5f3030b182c00282319875019a8069018c0da3e6c7afc73301b4cd8fdf8e6757414c4c45d401b6804b415050524f5645c4574954484452415741cc8194c01b8101000105000000000009601b82c002019a806901a880370000000000003a98a6e6c7afc73301b4cd8fdf8e670203034d512073656e64206f66666c696e65207769ee6261765f67616d655f73657373696f6e5f3030b13631343432b78000808000000000000000000000000000000000000000000000000000000000000000000000
6274+40962+30002+123115,WALLET+122913,"{\"extId\":\"40962+30002+123115\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":15000,\"gameSessionId\":204809,\"gameId\":838,\"startDate\":1770899054442,\"finishDate\":1770899054489,\"paymentMode\":\"WALLET\",\"internalOperationId\":122913,\"status\":\"APPROVED\",\"type\":\"WITHDRAWAL\",\"description\":\"\",\"roundId\":123115,\"history\":\"\",\"roundFinished\":true,\"refunded\":false,\"operation\":{\"id\":122913,\"accountId\":40962,\"gameSessionId\":204809,\"roundId\":123115,\"amount\":15000,\"startTime\":1770899054445,\"endTime\":1770899054489,\"type\":\"CREDIT\",\"externalStatus\":\"COMPLETED\",\"internalStatus\":\"COMPLETED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":\"122913\",\"externalRoundId\":null,\"cmd\":null,\"realBet\":0,\"realWin\":0,\"swBet\":0,\"swCompensatedWin\":0,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b33303030322b3132333131b56261765f67616d655f73657373696f6e5f3030b182c0028231987501928019018c0deabebc8ec53301b2fef89c8a6757414c4c45d401c2800f415050524f5645c4574954484452415741cc81ebc1078101000105000000000001e02182c0020192801901d6830f0000000000003a98edbebc8ec53301b2fef89c8a67020303806261765f67616d655f73657373696f6e5f3030b13132323931b38000808000000000000000000000000000000000000000000000000000000000000000000000
6274+40962+30002+204820,WALLET+368668,"{\"extId\":\"40962+30002+204820\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":15000,\"gameSessionId\":614571,\"gameId\":838,\"startDate\":1771245424125,\"finishDate\":1771245424171,\"paymentMode\":\"WALLET\",\"internalOperationId\":368668,\"status\":\"APPROVED\",\"type\":\"WITHDRAWAL\",\"description\":\"\",\"roundId\":204820,\"history\":\"\",\"roundFinished\":true,\"refunded\":false,\"operation\":{\"id\":368668,\"accountId\":40962,\"gameSessionId\":614571,\"roundId\":204820,\"amount\":15000,\"startTime\":1771245424132,\"endTime\":1771245424171,\"type\":\"CREDIT\",\"externalStatus\":\"COMPLETED\",\"internalStatus\":\"COMPLETED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":\"368668\",\"externalRoundId\":null,\"cmd\":null,\"realBet\":0,\"realWin\":0,\"swBet\":0,\"swCompensatedWin\":0,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b33303030322b3230343832b06261765f67616d655f73657373696f6e5f3030b182c0028231987501d6824b018c0dfd9bd1b3c63301d6b8a2e78c6757414c4c45d401b8802d415050524f5645c4574954484452415741cc8194c00c8101000105000000000005a01c82c00201d6824b01a880190000000000003a98849cd1b3c63301d6b8a2e78c67020303806261765f67616d655f73657373696f6e5f3030b13336383636b88000808000000000000000000000000000000000000000000000000000000000000000000000
6274+40962+614569+30002+1,WALLET+368661,"{\"extId\":\"40962+614569+30002+1\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":49000,\"gameSessionId\":614569,\"gameId\":838,\"startDate\":1771095292781,\"finishDate\":1771095292830,\"paymentMode\":\"WALLET\",\"internalOperationId\":368661,\"status\":\"APPROVED\",\"type\":\"DEPOSIT\",\"description\":\"\",\"roundId\":204813,\"history\":\"\",\"roundFinished\":false,\"refunded\":false,\"operation\":{\"id\":368661,\"accountId\":40962,\"gameSessionId\":614569,\"roundId\":204813,\"amount\":49000,\"startTime\":1771095292788,\"endTime\":null,\"type\":\"DEBIT\",\"externalStatus\":\"STARTED\",\"internalStatus\":\"STARTED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":null,\"externalRoundId\":null,\"cmd\":null,\"realBet\":-1,\"realWin\":-1,\"swBet\":-1,\"swCompensatedWin\":-1,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b3631343536392b33303030322bb16261765f67616d655f73657373696f6e5f3030b182c0028231e8fe0201d2824b018c0dedf685ecc53301bcee8bd88b6757414c4c45d401aa802d415050524f5645c44445504f5349d4818dc00c8100000105000000000005a01582c00201d2824b019a8019000000000000bf68f4f685ecc53300010101806261765f67616d655f73657373696f6e5f3030b18080008080ffffffffffffffffffffffffffffffff0000ffffffffffffffffffffffffffffffff
6274+40962+30002+450571,WALLET+614415,"{\"extId\":\"40962+30002+450571\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":15000,\"gameSessionId\":860167,\"gameId\":838,\"startDate\":1771504196345,\"finishDate\":1771504196377,\"paymentMode\":\"WALLET\",\"internalOperationId\":614415,\"status\":\"APPROVED\",\"type\":\"WITHDRAWAL\",\"description\":\"\",\"roundId\":450571,\"history\":\"\",\"roundFinished\":true,\"refunded\":false,\"operation\":{\"id\":614415,\"accountId\":40962,\"gameSessionId\":860167,\"roundId\":450571,\"amount\":15000,\"startTime\":1771504196348,\"endTime\":1771504196377,\"type\":\"CREDIT\",\"externalStatus\":\"COMPLETED\",\"internalStatus\":\"COMPLETED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":\"614415\",\"externalRoundId\":null,\"cmd\":null,\"realBet\":0,\"realWin\":0,\"swBet\":0,\"swCompensatedWin\":0,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b33303030322b3435303537b16261765f67616d655f73657373696f6e5f3030b182c00282319875018e8069018c0df9b583afc73301b2ec86de8e6757414c4c45d4019e804b415050524f5645c4574954484452415741cc818bc01b8101000105000000000009600f82c002018e8069019680370000000000003a98fcb583afc73301b2ec86de8e67020303806261765f67616d655f73657373696f6e5f3030b13631343431b58000808000000000000000000000000000000000000000000000000000000000000000000000
6274+40962+30002+204808,WALLET+368655,"{\"extId\":\"40962+30002+204808\",\"extAccountId\":\"bav_game_session_001\",\"accountId\":40962,\"bankId\":6274,\"amount\":15000,\"gameSessionId\":614513,\"gameId\":838,\"startDate\":1770990026176,\"finishDate\":1770990026205,\"paymentMode\":\"WALLET\",\"internalOperationId\":368655,\"status\":\"APPROVED\",\"type\":\"WITHDRAWAL\",\"description\":\"\",\"roundId\":204808,\"history\":\"\",\"roundFinished\":true,\"refunded\":false,\"operation\":{\"id\":368655,\"accountId\":40962,\"gameSessionId\":614513,\"roundId\":204808,\"amount\":15000,\"startTime\":1770990026178,\"endTime\":1770990026205,\"type\":\"CREDIT\",\"externalStatus\":\"COMPLETED\",\"internalStatus\":\"COMPLETED\",\"description\":null,\"externalSessionId\":\"bav_game_session_001\",\"negativeBet\":0,\"additionalProperties\":null,\"externalTransactionId\":\"368655\",\"externalRoundId\":null,\"cmd\":null,\"realBet\":0,\"realWin\":0,\"swBet\":0,\"swCompensatedWin\":0,\"trackTime\":0,\"trackAttempt\":0}}",0x0034303936322b33303030322b3230343830b86261765f67616d655f73657373696f6e5f3030b182c0028231987501e2814b018c0dc0fbecb9c53301baf7d9f38a6757414c4c45d4019e802d415050524f5645c4574954484452415741cc8188c00c8101000105000000000005a00f82c00201e2814b019080190000000000003a98c2fbecb9c53301baf7d9f38a67020303806261765f67616d655f73657373696f6e5f3030b13336383635b58000808000000000000000000000000000000000000000000000000000000000000000000000
